ID_OSM,Tên đường,Loại đường,Bề mặt,Số làn,Độ cao trung bình (m),Ghi chú độ cao,One way,Tốc độ tối đa
way/446052478,Không tên,residential,asphalt,,,2 samples,,
way/446052481,Hẻm 29/61 Lê Đức Thọ,residential,asphalt,,,5 samples,,
way/446052482,Hẻm 4 Phạm Huy Thông,residential,asphalt,,,5 samples,,
way/446052483,Hẻm 29/2 Lê Đức Thọ,residential,asphalt,,,5 samples,,
way/446052484,Hẻm 4 Phạm Huy Thông,residential,asphalt,,,2 samples,,
way/446052485,Hẻm 29/2 Lê Đức Thọ,residential,asphalt,,,5 samples,,
way/446052486,Hẻm 29/2 Lê Đức Thọ,residential,,,,2 samples,,
way/446052489,Hẻm 29/7 Lê Đức Thọ,residential,asphalt,,,2 samples,,
way/446052490,Hẻm 1 Lê Đức Thọ,residential,asphalt,2,,3 samples,,
way/446053121,Lê Đức Thọ,tertiary,asphalt,2,,5 samples,,
way/446053122,Lê Đức Thọ,tertiary,asphalt,2,,9 samples,yes,
way/446053123,Hẻm 67 Lê Đức Thọ,residential,asphalt,2,,3 samples,,
way/446053124,Hẻm 20 Phạm Huy Thông,residential,asphalt,,,3 samples,,
way/446053125,Hẻm 57/2 Lê Đức Thọ,residential,,,,2 samples,,
way/446056157,Hẻm 640 Phan Văn Trị,residential,asphalt,,,4 samples,,
way/446056158,Hẻm 630 Phan Văn Trị,residential,asphalt,,,2 samples,,
way/446074290,Hẻm 125 Lê Đức Thọ,residential,asphalt,2,,3 samples,,
way/446278032,Hẻm 178 Nguyễn Oanh,residential,asphalt,,,5 samples,,
way/446278036,Hẻm 214/58 Nguyễn Oanh,residential,,,,2 samples,,
way/446278038,Hẻm 90 An Nhơn,residential,asphalt,2,,4 samples,,
way/446785938,Hẻm 228 Thống Nhất,residential,asphalt,2,,3 samples,,
way/446785940,Hẻm 220 Thống Nhất,residential,asphalt,2,,5 samples,,
way/446785941,Hẻm 204 Thống Nhất,residential,asphalt,2,,4 samples,,
way/446785942,Hẻm 710 Phan Văn Trị,residential,asphalt,,,15 samples,,
way/446785943,Hẻm 710/1 Phan Văn Trị,residential,,,,4 samples,,
way/446785944,Hẻm 710/1 Phan Văn Trị,residential,,,,2 samples,,
way/446802071,Hẻm 133 Quang Trung,residential,asphalt,,,15 samples,,
way/446802072,Hẻm 133/36 Quang Trung,residential,,,,12 samples,,
way/446802073,Hẻm 133/36/89 Quang Trung,residential,,,,5 samples,,
way/446802074,Hẻm 107 Quang Trung,residential,asphalt,,,10 samples,,
way/446802075,Hẻm 107 Quang Trung,residential,,,,4 samples,,
way/446802076,Hẻm 133/36 Quang Trung,residential,,,,5 samples,,
way/446937570,Hẻm 1179 Phan Văn Trị,residential,asphalt,,,4 samples,,
way/446937576,Phan Văn Trị,secondary,asphalt,2,,9 samples,yes,
way/446937577,Hẻm 312 Đường Quang Trung,residential,asphalt,,,15 samples,,
way/446937578,Phan Văn Trị,secondary,asphalt,2,,2 samples,yes,
way/446937579,Phan Văn Trị,secondary,asphalt,2,,5 samples,yes,
way/446937582,Phan Văn Trị,secondary,asphalt,2,,12 samples,yes,
way/446937583,Không tên,primary_link,asphalt,1,,4 samples,yes,
way/447329841,Hẻm 275 Đường Quang Trung,residential,asphalt,,,10 samples,,
way/447329842,Hẻm 383 Quang Trung,residential,asphalt,,,9 samples,,
way/447329847,Hẻm 327 Quang Trung,residential,asphalt,,,9 samples,,
way/447329851,Hẻm 385 Quang Trung,residential,asphalt,,,14 samples,,
way/447329853,Hẻm 353 Quang Trung,residential,asphalt,,,6 samples,,
way/447329854,Hẻm 313 Quang Trung,residential,asphalt,,,8 samples,,
way/447329855,Hẻm 389 Quang Trung,residential,,,,5 samples,,
way/447329857,Hẻm 389/8 Quang Trung,residential,,,,2 samples,,
way/447329858,Hẻm 389/24 Quang Trung,residential,,,,2 samples,,
way/447329861,Hẻm 417/26 Quang Trung,residential,,,,8 samples,,
way/447331260,Hẻm 133/25 Quang Trung,residential,,,,3 samples,,
way/447331261,Hẻm 107/112 Quang Trung,residential,,,,4 samples,,
way/447331262,Hẻm 133/48 Quang Trung,residential,,,,8 samples,,
way/447331263,Hẻm 107/8 Quang Trung,residential,,,,13 samples,,
way/447331265,Hẻm 107/127 Quang Trung,residential,,,,2 samples,,
way/447331266,Hẻm 61 Quang Trung,residential,asphalt,,,7 samples,,
way/447331267,Không tên,residential,,,,2 samples,,
way/447331269,Hẻm 107/18 Quang Trung,residential,,,,6 samples,,
way/447653320,Lê Đức Thọ,tertiary,asphalt,2,,8 samples,,
way/447653321,Nguyễn Oanh,primary,asphalt,2,,10 samples,yes,
way/447653322,Không tên,primary_link,asphalt,1,,5 samples,yes,
way/447653981,Thống Nhất,secondary,asphalt,1,,5 samples,yes,
way/447793151,Phan Văn Trị,secondary,asphalt,3,,2 samples,yes,
way/447793154,Hẻm 354/29 Phan Văn Trị,residential,,,,8 samples,,
way/448094962,Hẻm 7 Đường Số 7,residential,asphalt,,,7 samples,,
way/448094965,Hẻm 805 Đường Phan Văn Trị,residential,concrete,1,,10 samples,,
way/448094966,Hẻm 334/67 Nguyễn Văn Nghi,residential,,,,9 samples,,
way/453484931,Hẻm 51 Tú Mỡ,residential,asphalt,1,,3 samples,,
way/453657574,Đường Nguyễn Du,residential,asphalt,2,,11 samples,,
way/458427172,Hẻm 275/75 Quang Trung,residential,,,,9 samples,,
way/458427173,Hẻm 275/75 Quang Trung,residential,,,,4 samples,,
way/458427176,Hẻm 275/97 Quang Trung,residential,,,,2 samples,,
way/458427177,Hẻm 275/97 Quang Trung,residential,,,,10 samples,,
way/458427178,Hẻm 275/75/44 Quang Trung,residential,,,,2 samples,,
way/458427181,Hẻm 275/111 Quang Trung,residential,,,,8 samples,,
way/458427183,Hẻm 275/133/23 Quang Trung,residential,,,,3 samples,,
way/458427187,Hẻm 383/3 Quang Trung,residential,,,,2 samples,,
way/478757376,Không tên,primary,asphalt,,,2 samples,no,
way/478799008,Nguyễn Oanh,primary,asphalt,3,,6 samples,yes,
way/493157642,Hẻm 50/11 Dương Quảng Hàm,residential,,,,2 samples,,
way/493157643,Hẻm 112 Dương Quảng Hàm,residential,,,,4 samples,,
way/493162831,Không tên,residential,,,,5 samples,,
way/495132453,Không tên,residential,asphalt,,,6 samples,,
way/498423484,Cầu vượt Ngã 6 Gò Vấp,primary,asphalt,1,,10 samples,yes,40
way/498751813,Đường Số 1,residential,,,,7 samples,,
way/498751814,Đường Số 7,residential,,,,4 samples,,
way/498751815,Đường Số 3,residential,,,,8 samples,,
way/498751816,Đường Số 5,residential,,,,7 samples,,
way/498759009,Không tên,residential,asphalt,,,9 samples,,
way/498759010,Không tên,residential,,,,10 samples,yes,
way/498759011,Không tên,residential,asphalt,2,,14 samples,,
way/498759012,Không tên,residential,,,,2 samples,,
way/498759013,Không tên,residential,asphalt,2,,5 samples,,
way/498759014,Không tên,residential,,,,4 samples,,
way/498759015,Không tên,residential,,,,3 samples,,
way/498759016,Không tên,residential,,,,2 samples,,
way/498759017,Không tên,residential,asphalt,,,4 samples,,
way/498759019,Không tên,residential,,,,3 samples,,
way/498759024,Không tên,residential,asphalt,2,,3 samples,,
way/498759025,Không tên,residential,asphalt,2,,4 samples,,
way/498759026,Không tên,residential,asphalt,,,4 samples,,
way/498759027,Không tên,residential,,,,7 samples,,
way/498759028,Không tên,residential,,,,2 samples,,
way/498759029,Không tên,residential,asphalt,2,,2 samples,,
way/498759031,Không tên,residential,asphalt,2,,6 samples,,
way/498759032,Không tên,residential,asphalt,2,,3 samples,,
way/498759034,Hẻm 424 Phan Văn Trị,residential,asphalt,,,4 samples,,
way/498759035,Không tên,residential,asphalt,,,3 samples,,
way/498759036,Hẻm 452 Phan Văn Trị,residential,asphalt,,,2 samples,,
way/498759037,Trần Bá Giao,tertiary,asphalt,,,12 samples,,
way/498759042,Hẻm 254 Dương Quảng Hàm,residential,asphalt,,,6 samples,,
way/498759044,Hẻm 246 Dương Quảng Hàm,residential,concrete,,,8 samples,,
way/498776455,Đường số 14,residential,asphalt,2,,10 samples,,
way/498776457,Hẻm 310 Dương Quảng Hàm,residential,asphalt,2,,8 samples,,
way/498776460,Hẻm 3 Đường số 14,residential,asphalt,,,6 samples,,
way/498776463,Hẻm 24 Đường số 14,residential,,,,2 samples,,
way/498776469,Hẻm 310/15 Dương Quảng Hàm,residential,concrete,,,2 samples,,
way/498776471,Hẻm 98 Trần Bá Giao,residential,,,,3 samples,,
way/498776476,Hẻm 364/40 Dương Quảng Hàm,residential,,,,2 samples,,
way/498776477,Hẻm 150 Trần Bá Giao,residential,asphalt,,,2 samples,,
way/498776478,Hẻm 137 Trần Bá Giao,residential,,,,2 samples,,
way/498776479,Hẻm 104/25 Trần Bá Giao,residential,,,,2 samples,,
way/498776480,Hẻm 104 Trần Bá Giao,residential,asphalt,,,2 samples,,
way/498776482,Hẻm 241 Đường số 20,residential,,,,6 samples,,
way/498776483,Hẻm 193/2 Đường số 20,residential,,,,2 samples,,
way/498776484,Hẻm 193/10 Đường số 20,residential,,,,2 samples,,
way/498776486,Hẻm 164 Đường số 20,residential,asphalt,,,2 samples,,
way/498776487,Hẻm 174 Đường số 20,residential,asphalt,,,2 samples,,
way/498776491,Hẻm 138 Đường số 20,residential,asphalt,,,4 samples,,
way/498776494,Hẻm 112 Đường Số 20,residential,concrete,,,6 samples,,
way/498776497,Hẻm 181 Đường số 20,residential,asphalt,,,2 samples,,
way/498776499,Hẻm 163 Đường số 20,residential,asphalt,,,2 samples,,
way/498776501,Hẻm 416/23 Dương Quảng Hàm,residential,,,,2 samples,,
way/498776502,Hẻm 416/15 Dương Quảng Hàm,residential,,,,5 samples,,
way/498776503,Hẻm 416 Dương Quảng Hàm,residential,asphalt,,,15 samples,,
way/498776505,Không tên,residential,,,,2 samples,,
way/498781225,Hẻm 496/32 Dương Quảng Hàm,residential,,,,4 samples,,
way/498781226,Hẻm 496/32/15 Dương Quảng Hàm,residential,,,,3 samples,,
way/498781227,Hẻm 496/52 Dương Quảng Hàm,residential,,,,3 samples,,
way/498781228,Hẻm 496/15 Dương Quảng Hàm,residential,,,,3 samples,,
way/498781230,Hẻm 496/55 Dương Quảng Hàm,residential,,,,2 samples,,
way/498781231,Hẻm 496/41 Dương Quảng Hàm,residential,,,,3 samples,,
way/498781232,Hẻm 496/63/19 Dương Quảng Hàm,residential,,,,3 samples,,
way/498781234,Hẻm 496/63/29 Dương Quảng Hàm,residential,,,,2 samples,,
way/498781235,Hẻm 496/63/24 Dương Quảng Hàm,residential,,,,3 samples,,
way/498781236,Hẻm 496/63/46 Dương Quảng Hàm,residential,,,,3 samples,,
way/498781237,Không tên,residential,,,,2 samples,,
way/498781238,Hẻm 194 Trần Bá Giao,residential,unpaved,,,2 samples,,
way/498781240,Hẻm 188 Trần Bá Giao,residential,unpaved,,,2 samples,,
way/498781241,Hẻm 204 Trần Bá Giao,residential,unpaved,,,2 samples,,
way/498781242,Hẻm 168 Trần Bá Giao,residential,asphalt,,,3 samples,,
way/498781243,Hẻm 364/45 Dương Quảng Hàm,residential,,,,4 samples,,
way/498781246,Hẻm 102 Đường số 20,residential,concrete,,,2 samples,,
way/498783238,Không tên,residential,,,,3 samples,,
way/498783241,Hẻm 55 Lê Thị Hồng,residential,,,,2 samples,,
way/498970209,Hẻm 248 Phạm Ngũ Lão,residential,asphalt,,,4 samples,,
way/498970210,Hẻm 248/1 Phạm Ngũ Lão,residential,,,,3 samples,,
way/498970211,Hẻm 240 Phạm Ngũ Lão,residential,asphalt,,,8 samples,,
way/498970214,Hẻm 258 Đường số 6,residential,,,,6 samples,,
way/498970217,Hẻm 129/25 Nguyễn Văn Nghi,residential,,,,5 samples,,
way/498970222,Hẻm 5 Hạnh Thông,residential,,,,4 samples,,
way/498972654,Không tên,residential,,,,8 samples,,
way/498972658,Hẻm 143 Đường Nguyễn Du,residential,,,,6 samples,,
way/498972666,Hẻm 302 Nguyễn Văn Nghi,residential,asphalt,,,11 samples,,
way/498972668,Hẻm 274 Nguyễn Văn Nghi,residential,asphalt,1,,8 samples,,
way/498972671,Hẻm 9 Đường Nguyễn Du,residential,,,,10 samples,,
way/498972673,Hẻm 14/45 Đường số 7,residential,,,,3 samples,,
way/498972674,Hẻm 137 Đường Nguyễn Du,residential,,,,4 samples,,
way/498973143,Không tên,residential,,,,2 samples,,
way/498973899,Hẻm 136 Nguyễn Oanh,residential,,,,2 samples,,
way/499203396,Không tên,residential,,,,2 samples,,
way/499203398,Không tên,residential,,,,2 samples,,
way/499203399,Không tên,residential,,,,4 samples,,
way/499203400,Không tên,residential,,,,2 samples,,
way/499205009,Hẻm 566 Nguyễn Thái Sơn,residential,asphalt,,,12 samples,,
way/499206916,Đường số 14,residential,,,,9 samples,,
way/499206917,Đường số 11,residential,asphalt,,,4 samples,,
way/499206920,Không tên,residential,,,,4 samples,,
way/499206921,Đường số 5,residential,asphalt,,,4 samples,,
way/499206922,Đường số 2,residential,asphalt,,,5 samples,,
way/499206923,Hẻm 710/2 Phan Văn Trị,residential,,,,2 samples,,
way/499206924,Hẻm 236 Thống Nhất,residential,asphalt,2,,3 samples,,
way/499206925,Hẻm 230 Thống Nhất,residential,asphalt,2,,3 samples,,
way/499206926,Hẻm 230 Thống Nhất,residential,,,,2 samples,,
way/499206927,Hẻm 242 Thống Nhất,residential,,,,3 samples,,
way/499206928,Hẻm 238 Thống Nhất,residential,,,,2 samples,,
way/499206929,Hẻm 236 Thống Nhất,residential,,,,2 samples,,
way/499206930,Hẻm 238 Thống Nhất,residential,asphalt,2,,3 samples,,
way/499206931,Hẻm 242 Thống Nhất,residential,asphalt,2,,3 samples,,
way/499206932,Hẻm 340 Quang Trung,residential,,,,4 samples,,
way/499206934,Hẻm 417/69 Quang Trung,residential,,,,12 samples,,
way/499206938,Hẻm 58/35 Thống Nhất,residential,,,,3 samples,,
way/499206941,Hẻm 417/23 Quang Trung,residential,,,,15 samples,,
way/499207229,Không tên,residential,,,,4 samples,,
way/503302032,Hẻm 417/49 Quang Trung,residential,,,,9 samples,,
way/503302034,Hẻm 499/6/5 Quang Trung,residential,,,,2 samples,,
way/503302042,Hẻm 499/6/124 Quang Trung,residential,,,,3 samples,,
way/503302568,Hẻm 417/62/11 Quang Trung,residential,,,,8 samples,,
way/503315192,Không tên,residential,,,,3 samples,,
way/503481255,Hẻm 173 Đường số 28,residential,,,,2 samples,,
way/503481258,Hẻm 140 Đường số 28,residential,,,,7 samples,,
way/503481259,Hẻm 187 Đường số 28,residential,,,,6 samples,,
way/503481260,Không tên,residential,,,,2 samples,,
way/503481261,Hẻm 213 Đường số 28,residential,,,,4 samples,,
way/503481498,Không tên,residential,,,,2 samples,,
way/503481499,Không tên,residential,,,,11 samples,,
way/503481500,Không tên,residential,,,,3 samples,,
way/503483355,Không tên,residential,asphalt,,,4 samples,,
way/503484218,Hẻm 614 Nguyễn Oanh,residential,asphalt,,,3 samples,yes,
way/503484219,Đường Nguyễn Văn Dung,residential,asphalt,,,10 samples,,
way/504915200,Hẻm 368 Nguyễn Văn Lượng,residential,asphalt,,,4 samples,,
way/504915204,Hẻm 440 Thống Nhất,residential,asphalt,,,8 samples,,
way/504915207,Hẻm 294 Thống Nhất,residential,asphalt,1,,12 samples,,
way/504972725,Hẻm 274 Nguyễn Văn Lượng,residential,asphalt,,,14 samples,,
way/504972726,Hẻm 274/24 Nguyễn Văn Lượng,residential,asphalt,,,10 samples,,
way/504972727,Hẻm 125/4 Lê Hoàng Phái,residential,,,,2 samples,,
way/504972728,Hẻm 77 Lê Hoàng Phái,residential,,,,5 samples,,
way/504972729,Hẻm 77/51 Lê Hoàng Phái,residential,,,,2 samples,,
way/504972730,Hẻm 226/24 Nguyễn Văn Lượng,residential,asphalt,,,5 samples,,
way/504972731,Hẻm 77/10 Lê Hoàng Phái,residential,,,,10 samples,,
way/504972732,Hẻm 226/12 Nguyễn Văn Lượng,residential,asphalt,,,3 samples,,
way/504972733,Hẻm 208 Nguyễn Văn Lượng,residential,asphalt,,,3 samples,,
way/504972734,Hẻm 226/4 Nguyễn Văn Lượng,residential,asphalt,,,3 samples,,
way/504972736,Hẻm 33 Lê Hoàng Phái,residential,asphalt,,,12 samples,,
way/504972737,Hẻm 77/23 Lê Hoàng Phái,residential,,,,3 samples,,
way/504972739,Hẻm 184 Nguyễn Văn Lượng,residential,asphalt,,,9 samples,,
way/505444391,Không tên,residential,,,,3 samples,,
way/506584456,Hẻm 252 Phạm Văn Chiêu,residential,asphalt,,,7 samples,,
way/506584458,Hẻm 158/65 Phạm Văn Chiêu,residential,,,,8 samples,,
way/506584459,Hẻm 310 Phạm Văn Chiêu,residential,asphalt,,,4 samples,,
way/506584464,Hẻm 434/76 Phạm Văn Chiêu,residential,,,,3 samples,,
way/506584465,Hẻm 385 Lê Văn Thọ,residential,asphalt,,,11 samples,,
way/506584466,Hẻm 434/36 Phạm Văn Chiêu,residential,asphalt,,,15 samples,,
way/506584470,Hẻm 380/81 Phạm Văn Chiêu,residential,,,,4 samples,,
way/506584472,Hẻm 380/61 Phạm Văn Chiêu,residential,,,,2 samples,,
way/506584473,Hẻm 347/69 Lê Văn Thọ,residential,,,,5 samples,,
way/506584474,Hẻm 100 Đường số 3,residential,asphalt,,,8 samples,,
way/506584475,Hẻm 347 Lê Văn Thọ,residential,asphalt,,,12 samples,,
way/506584476,Hẻm 435 Lê Văn Thọ,residential,asphalt,,,6 samples,,
way/506584477,Hẻm 434 Phạm Văn Chiêu,residential,,,,4 samples,,
way/506584478,Hẻm 417 Lê Văn Thọ,residential,asphalt,,,6 samples,,
way/506584481,Hẻm 417/53 Lê Văn Thọ,residential,,,,3 samples,,
way/506584482,Hẻm 401 Lê Văn Thọ,residential,asphalt,,,2 samples,,
way/506584485,Hẻm 129/51 Đường Số 2,residential,,,,6 samples,,
way/506584486,Hẻm 136 Đường số 4,residential,concrete,,,3 samples,,
way/506584487,Hẻm 129/27 Đường số 2,residential,,,,4 samples,,
way/506584490,Hẻm 134 Đường số 3,residential,asphalt,,,4 samples,,
way/506584740,Hẻm 71 Đường số 4,residential,concrete,,,4 samples,,
way/506584741,Không tên,residential,,,,3 samples,,
way/506584742,Hẻm 319 Lê Văn Thọ,residential,asphalt,,,7 samples,,
way/506584743,Hẻm 50 Đường số 9,residential,asphalt,,,4 samples,,
way/506584744,Hẻm 76 Đường số 9,residential,asphalt,,,3 samples,,
way/506584745,Hẻm 32 Đường số 9,residential,asphalt,,,9 samples,,
way/506584746,Hẻm 20 Đường số 9,residential,asphalt,,,10 samples,,
way/507186299,Hẻm 373/1 Thống Nhất,residential,,,,8 samples,,
way/507186300,Hẻm 118 Đường số 8,residential,asphalt,,,5 samples,,
way/523370879,Hẻm 141/29 Đường số 28,residential,asphalt,2,,3 samples,,50
way/530501322,Hẻm 44 Đường số 8,residential,asphalt,,,3 samples,,
way/530501325,Hẻm 20/37 Đường số 8,residential,,,,3 samples,,
way/530501327,Hẻm 20/37 Đường số 8,residential,,,,2 samples,,
way/530501329,Hẻm 20/34 Đường số 8,residential,,,,2 samples,,
way/530501332,Hẻm 80 Đường số 8,residential,,,,8 samples,,
way/530501343,Nguyễn Văn Lượng,tertiary,asphalt,2,,12 samples,yes,
way/530501346,Nguyễn Văn Lượng,tertiary,asphalt,2,,9 samples,yes,
way/537911725,Phạm Ngũ Lão,primary,asphalt,2,,6 samples,yes,
way/537911726,Nguyễn Kiệm,primary,asphalt,3,,2 samples,yes,
way/551587446,Hẻm 61/15 Quang Trung,residential,,,,5 samples,,
way/551587449,Hẻm 61/15 Quang Trung,residential,,,,5 samples,,
way/551587451,Hẻm 61/15 Quang Trung,residential,,,,14 samples,,
way/553869181,Đường Số 2,residential,,,,4 samples,,
way/555627339,Hẻm 270 Nguyễn Oanh,residential,asphalt,1,,4 samples,,
way/555627340,Hẻm 286 Nguyễn Oanh,residential,asphalt,1,,2 samples,,
way/555627341,Hẻm 17 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/555627342,Hẻm 17 Nguyễn Văn Lượng,residential,asphalt,1,,3 samples,,
way/555627343,Hẻm 197 Lê Đức Thọ,residential,concrete,1,,4 samples,,
way/555627346,Hẻm 208/40 Lê Đức Thọ,residential,,,,2 samples,,
way/555627347,Hẻm 350/54 Lê Đức Thọ,residential,,,,4 samples,,
way/555627348,Không tên,residential,,,,4 samples,,
way/555627349,Không tên,residential,,,,2 samples,,
way/555627350,Không tên,residential,,,,5 samples,,
way/555627352,Hẻm 350/18 Lê Đức Thọ,residential,,,,2 samples,,
way/555627353,Hẻm 350/18 Lê Đức Thọ,residential,,,,9 samples,,
way/559319483,Hẻm 209/6 Nguyễn Văn Lượng,residential,,,,2 samples,,
way/566887321,Hẻm 538 Quang Trung,residential,asphalt,,,10 samples,,
way/571928933,Hẻm 182 Lê Đức Thọ,residential,,,,10 samples,yes,
way/599657043,Lê Văn Thọ,secondary,asphalt,2,,12 samples,,
way/599657816,Lê Văn Thọ,primary,asphalt,2,,2 samples,,
way/601478600,Không tên,residential,,,,3 samples,,
way/601478644,Không tên,residential,,,,12 samples,,
way/601478670,Hẻm 145/45 Trần Bá Giao,residential,,,,2 samples,,
way/601478675,Hẻm 364/1 Dương Quảng Hàm,residential,,,,3 samples,,
